Location,Date,Y,X
ROT,25/07/2017,51.809880339999999,-0.403060642000000
ROT,25/07/2017,51.818048380000000,-0.416107332000000
ROT,25/07/2017,51.811442860000000,-0.404167252000000
ROT,25/07/2017,51.809569740000001,-0.400827619000000
ROT,25/07/2017,51.812148850000000,-0.370957478000000
ROT,14/08/2017,51.815422970000000,-0.385143249000000
ROT,14/08/2017,51.817258080000002,-0.386054699000000
ROT,14/08/2017,51.816295300000000,-0.391544311000000
ROT,14/08/2017,51.816827060000001,-0.377897524000000
ROT,14/08/2017,51.815558209999999,-0.383805300000000
ROT,14/08/2017,51.816494360000000,-0.387830913000000
ROT,14/08/2017,51.817060050000002,-0.386368547000000
ROT,14/08/2017,51.815919170000001,-0.389670840000000
ROT,14/08/2017,51.815478599999999,-0.383838521000000
ROT,14/08/2017,51.812960539999999,-0.383411607000000
ROT,14/08/2017,51.815812090000001,-0.388002238000000
ROT,14/08/2017,51.816294249999999,-0.388792608000000
ROT,14/08/2017,51.815705770000001,-0.387740586000000
ROT,14/08/2017,51.817163469999997,-0.383916976000000
ROT,14/08/2017,51.815638059999998,-0.388040388000000
ROT,14/08/2017,51.813154699999998,-0.373394709000000
ROT,14/08/2017,51.813680110000000,-0.380597135000000
ROT,14/08/2017,51.814961840000002,-0.393566303000000
ROT,14/08/2017,51.808195499999997,-0.382685947000000
ROT,14/08/2017,51.819067109999999,-0.368248422000000
ROT,01/09/2017,51.808036600000001,-0.379436931000000
ROT,01/09/2017,51.807757979999998,-0.382130634000000
ROT,01/09/2017,51.796455729999998,-0.399988010000000
ROT,01/09/2017,51.797979490000003,-0.404695012000000
ROT,01/09/2017,51.809467110000000,-0.377933012000000
ROT,01/09/2017,51.808244920000000,-0.379333411000000
ROT,01/09/2017,51.800542780000001,-0.395894639000000
ROT,01/09/2017,51.807490809999997,-0.380345353000000
ROT,01/09/2017,51.808751260000001,-0.379184669000000
ROT,01/09/2017,51.808069439999997,-0.376410826000000
ROT,01/09/2017,51.798160860000003,-0.395277777000000
ROT,01/09/2017,51.807638820000001,-0.379103530000000
ROT,01/09/2017,51.798552330000000,-0.402594923000000
ROT,01/09/2017,51.809750630000003,-0.377804712000000
ROT,01/09/2017,51.795703220000000,-0.395741041000000
ROT,01/09/2017,51.809204149999999,-0.375587886000000
ROT,01/09/2017,51.806886259999999,-0.378289674000000
ROT,01/09/2017,51.806923720000000,-0.330880735000000
ROT,01/09/2017,51.809116080000003,-0.374652187000000
ROT,01/09/2017,51.809148000000000,-0.375843191000000
ROT,01/09/2017,51.815694080000000,-0.378958392000000
ROT,01/09/2017,51.815012289999999,-0.358352789000000
ROT,01/09/2017,51.809454230000000,-0.379252360000000
ROT,01/09/2017,51.808684620000001,-0.373942325000000
ROT,01/09/2017,51.809268289999999,-0.375672513000000
ROT,10/09/2017,51.809232450000003,-0.373381319000000
ROT,10/09/2017,51.819278330000003,-0.368177752000000
ROT,10/09/2017,51.809116539999998,-0.375257747000000
ROT,10/09/2017,51.817277359999999,-0.364727099000000
ROT,10/09/2017,51.819204859999999,-0.373081609000000
ROT,10/09/2017,51.813608019999997,-0.390065198000000
ROT,10/09/2017,51.817382989999999,-0.372233085000000
ROT,10/09/2017,51.809070869999999,-0.372966377000000
ROT,10/09/2017,51.816393810000001,-0.369861057000000
ROT,10/09/2017,51.817609429999997,-0.366473117000000
ROT,19/09/2017,51.817880539999997,-0.365805916000000
ROT,19/09/2017,51.820211329999999,-0.372283849000000
ROT,19/09/2017,51.818089219999997,-0.374575986000000
ROT,19/09/2017,51.822293070000001,-0.378265807000000
ROT,19/09/2017,51.816136270000001,-0.377731940000000
ROT,19/09/2017,51.821462300000000,-0.365626587000000
ROT,19/09/2017,51.820542300000000,-0.375222399000000
ROT,19/09/2017,51.817266400000001,-0.367175984000000
ROT,19/09/2017,51.812977050000001,-0.394296503000000
ROT,19/09/2017,51.817029419999997,-0.370814552000000
ROT,19/09/2017,51.813989040000003,-0.388533996000000
ROT,19/09/2017,51.820275180000003,-0.375699940000000
ROT,19/09/2017,51.819305329999999,-0.375732056000000
ROT,19/09/2017,51.820751870000002,-0.371927437000000
ROT,19/09/2017,51.816853320000000,-0.375028647000000
ROT,19/09/2017,51.821323810000003,-0.367622288000000
ROT,19/09/2017,51.814727249999997,-0.387927143000000
ROT,19/09/2017,51.818810280000001,-0.379295010000000
ROT,19/09/2017,51.818761029999997,-0.376316466000000
ROT,19/09/2017,51.817460779999998,-0.374556281000000
